Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Admission_grade,Curricular_units_2nd_sem_evaluations,Age_at_enrollment,Previous_qualification_grade,Curricular_units_1st_sem_evaluations,Tuition_fees_up_to_date,Status
3,13.75,4,11.5,113.4,17,18,120.0,14,Yes,Enrolled
8,13.9125,7,12.855555555555556,128.5,8,18,131.0,9,Yes,Graduate
8,13.994444444444444,7,13.7,142.8,9,18,141.0,7,Yes,Graduate
1,12.0,0,0.0,137.7,10,23,144.0,9,No,Dropout
4,12.0,3,11.2,103.5,9,20,107.0,13,Yes,Enrolled
8,13.333333333333334,7,13.285714285714286,123.2,9,18,133.0,7,Yes,Graduate
5,10.4,5,13.0,126.0,8,19,126.0,9,Yes,Enrolled
6,11.685714285714283,6,12.6,121.7,9,27,133.1,8,Yes,Enrolled
4,12.0,5,12.8,142.8,5,19,147.0,5,No,Enrolled
5,11.0,5,11.5,120.0,13,21,120.0,14,Yes,Dropout
7,11.4,7,11.4,119.3,8,19,130.0,8,Yes,Graduate
6,11.333333333333334,6,12.333333333333334,121.0,8,21,120.0,6,Yes,Graduate
4,12.2,5,12.8,139.4,10,18,138.0,7,Yes,Graduate
4,15.0,5,12.0,113.9,8,20,124.0,8,Yes,Graduate
5,13.5,5,13.0,124.6,9,18,133.0,8,Yes,Graduate
6,11.0,6,11.833333333333334,123.8,8,18,122.0,6,No,Dropout
6,13.333333333333334,6,14.0,126.3,9,18,138.0,8,Yes,Graduate
6,13.5,6,12.333333333333334,120.4,6,18,134.0,6,Yes,Graduate
7,12.5,5,13.04,120.5,7,19,128.0,10,Yes,Enrolled
8,13.333333333333334,11,13.166666666666666,144.9,15,23,140.0,18,No,Enrolled
6,12.833333333333334,6,12.5,139.9,11,24,133.1,7,Yes,Graduate
0,0.0,0,0.0,133.3,0,19,142.0,0,Yes,Graduate
7,15.657142857142857,7,15.657142857142857,126.0,8,18,141.0,8,Yes,Graduate
6,11.333333333333334,6,12.166666666666666,133.5,6,19,145.0,6,Yes,Graduate
0,0.0,0,0.0,127.9,0,19,145.0,0,Yes,Dropout
5,11.166666666666666,5,10.6,105.9,9,20,108.0,11,Yes,Enrolled
5,12.666666666666666,6,13.428571428571429,124.3,11,20,132.0,10,Yes,Enrolled
0,0.0,4,11.75,102.5,12,26,140.0,8,Yes,Dropout
0,0.0,0,0.0,97.0,5,36,133.1,10,No,Dropout
0,0.0,0,0.0,134.7,0,19,128.0,0,No,Dropout
0,0.0,0,0.0,113.8,0,27,120.0,0,No,Dropout
0,0.0,1,13.0,116.9,5,18,120.0,9,Yes,Dropout
7,13.331428571428573,7,13.331428571428573,124.0,8,18,139.0,8,Yes,Graduate
0,0.0,0,0.0,117.5,0,28,139.3,0,Yes,Dropout
0,0.0,0,0.0,154.8,0,21,150.0,0,Yes,Graduate
6,13.7,6,13.7,141.0,7,19,138.0,7,Yes,Graduate
0,0.0,0,0.0,120.0,5,26,133.1,5,No,Dropout
6,13.875,9,13.454545454545457,133.6,9,20,136.0,12,Yes,Dropout
7,12.2,7,12.2,122.0,8,19,134.0,8,Yes,Graduate
4,11.0,3,10.0,120.0,10,21,140.0,8,Yes,Dropout
6,12.857142857142858,5,13.0,114.2,7,23,110.0,7,Yes,Graduate
6,14.0,6,12.0,95.5,6,29,133.1,11,Yes,Graduate
7,15.028571428571428,7,15.028571428571428,120.0,8,20,129.0,8,Yes,Graduate
6,11.714285714285714,6,12.0,111.1,7,18,116.0,8,Yes,Graduate
5,12.4,5,12.0,128.6,8,19,130.0,8,Yes,Graduate
3,11.333333333333334,3,13.666666666666666,130.0,8,23,130.0,7,No,Dropout
0,0.0,0,0.0,111.1,0,21,116.0,0,Yes,Dropout
4,12.5,5,12.0,122.7,7,18,136.0,6,Yes,Enrolled
0,0.0,0,0.0,134.4,0,18,147.0,0,Yes,Graduate
0,0.0,1,14.0,131.0,7,21,117.0,6,No,Dropout
0,0.0,0,0.0,125.0,7,22,141.0,6,Yes,Dropout
5,12.583333333333334,7,12.375,106.0,11,21,133.1,8,Yes,Graduate
0,0.0,0,0.0,128.0,0,32,133.1,0,No,Dropout
13,11.076923076923077,18,11.421052631578949,120.0,16,27,120.0,21,Yes,Graduate
6,13.35,6,13.35,134.8,7,18,148.0,7,Yes,Graduate
2,16.0,6,15.0,112.0,6,24,130.0,6,Yes,Graduate
0,0.0,2,10.5,116.1,5,22,120.0,9,Yes,Dropout
0,0.0,0,0.0,120.0,6,22,120.0,0,No,Dropout
5,11.833333333333334,5,13.25,119.7,6,19,133.0,8,Yes,Graduate
0,0.0,0,0.0,117.1,5,19,129.0,10,Yes,Dropout
3,10.6,4,11.5,112.4,15,21,118.0,7,Yes,Enrolled
8,13.88125,8,13.88125,131.0,8,18,140.0,8,Yes,Graduate
5,12.6,6,11.333333333333334,130.9,8,18,127.0,8,Yes,Graduate
0,0.0,0,0.0,134.9,0,20,131.0,0,Yes,Dropout
6,13.666666666666666,6,12.857142857142858,127.1,7,19,132.0,7,Yes,Graduate
6,12.5,5,11.6,110.2,6,19,113.0,6,Yes,Graduate
6,11.333333333333334,5,11.4,108.7,6,18,115.0,9,Yes,Graduate
6,13.0,6,13.333333333333334,138.0,10,20,133.1,11,Yes,Enrolled
9,13.77777777777778,7,13.571428571428571,147.7,9,22,150.0,7,Yes,Graduate
7,12.228571428571428,6,11.833333333333334,123.0,8,31,133.1,13,Yes,Graduate
7,14.142857142857142,7,14.428571428571429,142.8,7,19,141.0,7,Yes,Graduate
0,0.0,0,0.0,138.3,0,18,140.0,0,Yes,Enrolled
5,12.4,6,12.285714285714286,125.2,9,18,136.0,8,Yes,Graduate
5,13.8,5,14.4,141.8,5,21,140.0,7,Yes,Graduate
8,15.06875,7,13.15,130.6,9,18,143.0,8,Yes,Graduate
0,0.0,0,0.0,130.0,5,25,130.0,6,No,Dropout
0,0.0,0,0.0,100.0,8,21,133.1,5,Yes,Dropout
7,12.342857142857143,7,12.342857142857143,119.0,8,19,129.0,8,Yes,Graduate
5,10.8,5,12.2,124.3,7,19,132.0,6,Yes,Enrolled
1,11.0,4,10.5,122.2,14,22,118.0,10,Yes,Dropout
5,11.6,5,10.6,150.0,8,19,150.0,5,Yes,Graduate
0,0.0,0,0.0,135.5,6,58,133.1,6,Yes,Dropout
6,12.0,4,11.25,127.3,6,19,122.0,8,Yes,Graduate
10,11.7,6,10.5,127.0,10,23,127.0,11,Yes,Graduate
3,11.666666666666666,4,11.0,126.9,11,19,122.0,11,Yes,Enrolled
8,14.5125,7,13.457142857142856,127.5,8,18,131.0,7,Yes,Graduate
4,12.333333333333334,5,12.6,122.0,8,20,130.0,6,Yes,Graduate
0,0.0,0,0.0,115.8,0,18,130.0,0,No,Dropout
5,13.6,6,13.666666666666666,121.6,8,18,130.0,6,Yes,Graduate
5,11.8,5,11.6,116.4,5,18,122.0,5,Yes,Graduate
5,12.833333333333334,6,12.571428571428571,120.0,10,24,114.0,9,Yes,Dropout
5,11.4,5,11.8,127.3,7,18,143.0,7,Yes,Dropout
3,12.666666666666666,5,11.6,123.5,11,19,127.0,5,Yes,Enrolled
6,11.833333333333334,6,11.333333333333334,125.6,6,19,141.0,8,Yes,Graduate
6,11.5,6,10.666666666666666,118.5,6,18,129.0,6,Yes,Graduate
5,13.4,4,13.5,129.5,5,18,140.0,10,Yes,Enrolled
0,0.0,0,0.0,134.6,0,19,137.0,0,Yes,Graduate
4,11.5,6,13.333333333333334,140.0,9,22,140.0,9,Yes,Graduate
2,13.5,5,13.4,133.2,16,19,143.0,9,Yes,Enrolled
4,12.25,3,10.2,133.5,13,21,138.0,8,Yes,Enrolled
6,12.833333333333334,5,13.0,117.9,7,21,120.0,6,Yes,Graduate
7,12.90857142857143,7,12.90857142857143,128.0,11,18,144.0,11,Yes,Graduate
1,10.0,4,12.0,113.2,11,20,123.0,12,Yes,Dropout
5,11.0,6,10.833333333333334,122.0,8,18,129.0,9,Yes,Enrolled
6,15.833333333333334,6,15.333333333333334,156.9,9,19,152.0,6,Yes,Graduate
6,12.875,6,12.816666666666668,125.1,11,18,130.0,9,Yes,Enrolled
2,14.0,6,13.0,100.0,6,26,133.1,7,No,Dropout
2,11.0,2,13.5,160.0,11,19,160.0,11,Yes,Enrolled
6,12.166666666666666,6,12.5,101.0,6,35,140.0,7,Yes,Graduate
6,14.333333333333334,6,13.0,121.5,6,19,133.0,7,Yes,Graduate
5,12.571428571428571,4,11.75,126.8,10,18,138.0,6,Yes,Graduate
4,14.25,4,12.5,132.9,5,19,142.0,5,Yes,Graduate
17,12.055555555555555,17,11.61111111111111,134.3,22,25,115.0,19,Yes,Graduate
6,14.666666666666666,6,14.0,120.5,6,18,125.0,6,Yes,Graduate
0,0.0,0,0.0,144.1,10,26,170.0,8,No,Dropout
5,13.833333333333334,5,13.8,100.0,6,34,140.0,5,Yes,Graduate
0,0.0,0,0.0,114.8,5,18,110.0,6,No,Dropout
0,0.0,0,0.0,111.9,0,18,114.0,0,No,Dropout
3,12.333333333333334,4,12.25,125.4,9,18,138.0,9,Yes,Dropout
3,13.666666666666666,3,11.5,140.0,12,20,140.0,12,Yes,Dropout
9,12.555555555555555,6,12.571428571428571,140.0,9,25,140.0,9,Yes,Graduate
5,12.166666666666666,6,12.0,127.8,10,18,132.0,9,Yes,Dropout
12,12.307692307692308,11,12.0,131.6,21,19,148.0,17,Yes,Graduate
0,0.0,0,0.0,119.4,0,20,132.0,0,Yes,Dropout
6,11.166666666666666,6,12.0,129.9,6,20,126.0,9,Yes,Graduate
4,12.25,4,11.6,114.0,7,20,121.0,9,Yes,Enrolled
0,0.0,0,0.0,113.4,5,19,120.0,5,Yes,Dropout
4,13.0,5,12.0,117.8,9,20,123.0,9,Yes,Enrolled
6,12.041666666666666,6,13.976666666666668,114.3,12,18,122.0,8,Yes,Enrolled
1,10.0,4,12.5,129.7,12,19,136.0,10,Yes,Enrolled
0,0.0,0,0.0,112.0,0,20,119.0,5,No,Dropout
4,12.5,4,10.5,140.0,16,24,120.0,15,Yes,Dropout
6,12.3,5,12.857142857142858,150.0,11,20,150.0,8,Yes,Graduate
4,12.0,3,11.666666666666666,122.4,5,19,121.0,7,Yes,Enrolled
1,10.0,2,13.0,150.0,11,23,140.0,7,Yes,Dropout
5,10.4,6,11.833333333333334,135.0,9,20,135.0,8,Yes,Enrolled
8,12.75,11,12.454545454545457,116.2,17,21,116.0,11,Yes,Graduate
0,0.0,3,11.0,120.4,6,20,120.0,6,Yes,Dropout
4,14.25,4,13.2,122.9,7,21,126.0,10,Yes,Enrolled
6,14.166666666666666,6,15.5,155.0,6,18,170.0,6,Yes,Graduate
6,13.666666666666666,6,12.333333333333334,123.4,6,18,123.0,8,Yes,Graduate
4,11.4,5,12.0,124.2,9,18,120.0,13,Yes,Enrolled
5,11.5,4,11.6,130.0,11,20,130.0,12,Yes,Enrolled
6,12.285714285714286,6,11.333333333333334,126.2,8,18,130.0,7,Yes,Graduate
0,0.0,0,0.0,120.5,0,19,117.0,12,Yes,Dropout
2,12.5,4,12.0,123.7,8,20,131.0,7,Yes,Enrolled
5,12.6,4,12.0,122.5,9,19,130.0,11,Yes,Graduate
2,11.5,2,12.5,139.2,9,33,133.0,11,Yes,Dropout
11,13.0,12,13.666666666666666,131.2,16,21,128.0,12,Yes,Graduate
0,0.0,2,14.5,120.0,13,25,133.1,17,No,Dropout
0,0.0,4,13.2,116.7,8,20,123.0,10,Yes,Dropout
5,14.8,5,12.166666666666666,150.0,14,22,150.0,11,Yes,Dropout
6,11.333333333333334,4,11.25,117.5,6,39,133.1,10,Yes,Graduate
6,14.428571428571429,6,15.166666666666666,137.6,7,21,140.0,8,Yes,Graduate
4,13.4,6,11.166666666666666,124.3,7,19,126.0,8,Yes,Graduate
6,10.983333333333334,6,10.983333333333334,116.0,8,26,133.1,8,Yes,Graduate
5,11.5,4,10.75,121.4,11,19,121.0,8,Yes,Graduate
7,14.285714285714286,11,13.384615384615383,142.8,13,20,140.0,15,No,Graduate
5,12.2,6,11.285714285714286,96.0,10,25,133.1,8,Yes,Enrolled
0,0.0,0,0.0,125.0,6,24,131.0,13,Yes,Dropout
5,14.833333333333334,4,13.0,126.1,9,20,124.0,7,Yes,Graduate
6,13.5,6,16.11111111111111,155.8,7,29,120.0,9,Yes,Graduate
6,11.0,6,11.5,116.0,8,20,133.1,8,Yes,Graduate
2,10.5,4,10.75,110.0,12,20,110.0,15,Yes,Dropout
5,13.0,4,11.6,97.2,8,24,133.1,10,Yes,Graduate
0,0.0,0,0.0,100.0,7,24,133.1,21,Yes,Dropout
5,14.142857142857142,5,13.8,140.0,7,23,140.0,5,Yes,Graduate
8,14.6875,7,13.585714285714284,128.0,8,20,130.0,8,Yes,Graduate
5,13.0,6,13.857142857142858,115.3,8,19,110.0,8,Yes,Graduate
6,12.333333333333334,5,12.0,150.0,10,28,140.0,12,Yes,Enrolled
5,12.6,6,13.444444444444445,160.0,9,20,160.0,9,Yes,Graduate
6,13.857142857142858,6,14.0,133.1,7,18,138.0,6,Yes,Graduate
0,0.0,1,12.0,119.0,0,20,126.0,10,Yes,Dropout
5,13.833333333333334,5,14.2,156.0,6,33,120.0,5,Yes,Graduate
5,10.84,5,13.34,163.7,9,35,130.0,11,Yes,Enrolled
7,12.457142857142856,7,12.457142857142856,130.0,12,27,130.0,12,Yes,Enrolled
3,12.0,3,11.0,123.1,12,19,122.0,12,No,Dropout
4,10.5,4,10.5,160.0,10,31,160.0,13,Yes,Enrolled
0,0.0,0,0.0,136.1,0,19,134.0,0,Yes,Graduate
12,13.0,13,14.0,132.7,13,22,134.0,13,Yes,Graduate
0,0.0,0,0.0,128.2,0,39,140.0,0,Yes,Dropout
0,0.0,0,0.0,126.7,0,22,127.0,1,No,Dropout
4,12.5,4,10.0,150.0,8,47,133.1,8,Yes,Enrolled
0,0.0,0,0.0,156.3,0,19,143.0,0,Yes,Graduate
6,14.333333333333334,6,13.5,116.1,6,19,115.0,6,Yes,Graduate
0,0.0,0,0.0,123.8,0,19,131.0,0,Yes,Dropout
17,14.88888888888889,17,13.38888888888889,153.0,18,21,146.0,18,Yes,Graduate
0,0.0,0,0.0,140.0,0,39,140.0,0,No,Dropout
11,13.583333333333334,12,13.583333333333334,131.9,12,19,135.0,12,Yes,Graduate
0,0.0,0,0.0,141.4,0,20,133.0,0,Yes,Enrolled
0,0.0,0,0.0,140.0,5,24,133.1,5,No,Dropout
0,0.0,1,10.0,115.0,5,27,120.0,9,Yes,Dropout
5,15.2,5,15.2,168.0,5,29,133.1,5,Yes,Graduate
0,0.0,4,12.8,101.3,17,20,130.0,12,Yes,Dropout
4,11.0,5,11.166666666666666,122.6,5,21,125.0,7,Yes,Dropout
0,0.0,0,0.0,141.7,0,18,134.0,0,Yes,Enrolled
7,12.828571428571427,7,12.828571428571427,132.3,9,19,151.0,9,Yes,Graduate
4,12.6,6,12.5,111.7,10,19,112.0,6,No,Dropout
3,12.4,3,10.0,98.7,10,28,120.0,12,Yes,Graduate
4,13.25,6,11.5,140.0,10,21,140.0,6,No,Graduate
7,11.328571428571427,7,11.328571428571427,140.0,11,23,140.0,11,No,Dropout
3,13.0,2,13.0,100.7,13,39,133.1,15,Yes,Enrolled
6,13.033333333333331,6,13.033333333333331,133.8,7,18,143.0,7,Yes,Graduate
4,11.75,6,12.166666666666666,100.0,7,59,133.1,8,Yes,Graduate
3,16.2,4,14.5,180.0,10,30,180.0,6,Yes,Enrolled
5,13.6,5,14.4,130.8,5,18,136.0,7,Yes,Graduate
6,12.5,4,12.25,140.0,9,41,140.0,10,Yes,Enrolled
0,0.0,0,0.0,106.2,14,27,130.0,14,Yes,Dropout
6,12.0,6,12.666666666666666,125.6,6,18,141.0,6,Yes,Graduate
3,11.666666666666666,2,12.0,117.5,14,20,121.0,14,No,Dropout
0,0.0,0,0.0,122.5,5,32,120.0,6,No,Dropout
4,10.8,3,11.666666666666666,132.9,10,19,129.0,5,Yes,Dropout
0,0.0,0,0.0,103.0,0,41,133.1,0,Yes,Dropout
0,0.0,1,10.0,107.0,10,38,100.0,12,Yes,Dropout
0,0.0,0,0.0,100.0,9,35,133.1,8,Yes,Dropout
3,12.0,4,12.25,100.0,16,27,133.1,11,Yes,Dropout
6,12.5,4,12.0,131.3,6,19,139.0,10,Yes,Graduate
5,11.8,5,12.6,122.2,6,18,125.0,7,No,Enrolled
0,0.0,0,0.0,118.4,5,39,133.1,5,No,Dropout
0,0.0,0,0.0,100.0,10,37,100.0,5,No,Dropout
0,0.0,0,0.0,110.0,8,37,110.0,8,No,Dropout
13,12.0,16,12.6875,100.0,13,35,133.1,16,Yes,Graduate
6,10.666666666666666,10,10.4,106.2,18,49,123.0,22,Yes,Graduate
12,10.923076923076923,14,10.466666666666669,110.0,16,52,110.0,26,Yes,Graduate
5,13.0,5,14.333333333333334,122.3,8,18,130.0,10,Yes,Graduate
6,14.333333333333334,6,14.666666666666666,112.5,7,30,133.1,7,Yes,Graduate
8,14.23125,7,12.835714285714284,98.1,8,21,97.0,7,Yes,Graduate
0,0.0,0,0.0,140.2,0,20,130.0,5,Yes,Dropout
0,0.0,0,0.0,143.6,5,18,139.0,9,Yes,Enrolled
0,0.0,0,0.0,134.6,0,19,150.0,0,Yes,Dropout
8,13.24875,8,13.24875,126.8,8,18,141.0,8,Yes,Graduate
4,12.75,7,12.857142857142858,100.0,7,20,133.1,10,Yes,Enrolled
4,14.25,5,13.6,130.0,10,21,137.0,12,Yes,Enrolled
5,12.4,3,14.0,113.6,8,22,116.0,6,Yes,Graduate
2,11.0,3,12.0,140.0,11,20,140.0,11,No,Enrolled
4,14.0,6,13.166666666666666,106.0,8,20,106.0,9,Yes,Enrolled
6,12.166666666666666,6,13.625,126.6,7,19,135.0,8,Yes,Graduate
8,15.61111111111111,7,14.85,130.7,9,18,144.0,8,Yes,Graduate
5,11.4,4,10.75,105.9,6,21,108.0,9,Yes,Graduate
2,11.666666666666666,0,0.0,137.0,11,19,137.0,11,Yes,Enrolled
0,0.0,0,0.0,100.0,0,37,133.1,0,Yes,Dropout
7,13.857142857142858,12,14.0,114.4,12,45,121.0,14,Yes,Enrolled
0,0.0,0,0.0,120.0,10,38,133.1,8,No,Dropout
0,0.0,0,0.0,119.0,5,55,130.0,5,No,Dropout
4,11.75,5,13.0,110.0,11,28,133.1,17,No,Dropout
5,12.4,8,12.375,120.0,11,46,120.0,12,Yes,Graduate
0,0.0,0,0.0,119.8,0,22,131.0,0,Yes,Graduate
4,13.75,5,11.4,135.6,9,46,133.1,10,Yes,Dropout
4,13.0,4,11.25,120.7,7,28,100.0,9,Yes,Enrolled
3,12.0,3,13.0,136.3,8,18,131.0,7,No,Dropout
0,0.0,0,0.0,164.3,0,18,158.0,0,Yes,Enrolled
6,14.166666666666666,6,13.5,149.2,6,21,146.0,6,Yes,Graduate
4,11.0,1,11.0,122.5,11,18,133.0,11,Yes,Enrolled
1,11.0,0,0.0,100.0,10,34,120.0,9,Yes,Dropout
5,11.2,5,12.0,125.0,8,21,119.0,9,Yes,Dropout
6,13.0,5,13.0,131.0,7,18,132.0,8,Yes,Graduate
0,0.0,0,0.0,122.0,0,20,130.0,0,Yes,Graduate
4,12.25,4,12.0,131.3,8,18,132.0,8,Yes,Enrolled
3,10.8,5,11.166666666666666,117.0,10,21,133.1,10,Yes,Enrolled
1,12.0,2,10.5,118.0,11,19,119.0,13,Yes,Dropout
6,12.166666666666666,6,12.666666666666666,126.0,6,22,134.0,7,Yes,Graduate
0,0.0,1,11.0,120.0,8,23,120.0,6,Yes,Dropout
0,0.0,0,0.0,155.6,0,19,172.0,0,Yes,Dropout
2,10.333333333333334,4,11.5,122.8,12,18,120.0,6,Yes,Enrolled
0,0.0,0,0.0,127.3,0,19,129.0,0,No,Dropout
4,11.75,2,10.5,118.4,5,19,118.0,10,Yes,Enrolled
4,11.0,4,12.5,128.1,6,19,127.0,8,Yes,Enrolled
6,12.5,6,12.833333333333334,99.0,12,22,133.1,9,Yes,Enrolled
6,16.142857142857142,6,15.571428571428571,161.2,7,18,164.0,7,Yes,Graduate
5,11.8,4,12.0,140.9,7,18,136.0,10,Yes,Dropout
3,11.333333333333334,4,11.25,111.1,6,19,117.0,6,Yes,Dropout
0,0.0,0,0.0,149.9,0,18,131.0,0,Yes,Graduate
4,14.25,6,12.285714285714286,111.3,11,21,110.0,10,Yes,Enrolled
3,10.333333333333334,5,11.0,121.5,11,18,125.0,12,Yes,Enrolled
5,13.6,6,12.142857142857142,120.0,11,19,120.0,8,Yes,Graduate
0,0.0,2,11.5,120.0,7,27,133.1,11,No,Dropout
8,11.625,11,12.545454545454543,130.0,12,20,130.0,16,Yes,Enrolled
6,13.0,4,13.0,98.9,6,20,101.0,10,Yes,Graduate
8,12.8875,8,12.8875,136.3,9,18,141.0,9,Yes,Graduate
5,13.6,6,12.666666666666666,125.2,7,18,128.0,6,Yes,Enrolled
6,12.571428571428571,6,12.833333333333334,130.0,7,18,145.0,7,Yes,Graduate
2,12.5,3,10.666666666666666,141.5,11,18,160.0,10,Yes,Dropout
5,12.4,5,13.0,123.9,7,18,134.0,11,Yes,Enrolled
8,12.28125,6,11.983333333333334,114.5,12,18,125.0,11,Yes,Graduate
0,0.0,0,0.0,100.0,5,37,133.1,9,No,Dropout
6,11.5,6,11.833333333333334,110.5,6,36,120.0,6,Yes,Graduate
2,11.0,3,12.666666666666666,101.0,15,26,133.1,21,Yes,Dropout
4,14.5,4,13.75,121.0,8,19,121.0,9,Yes,Graduate
5,11.8,5,11.4,95.0,8,24,120.0,8,Yes,Dropout
6,13.0,6,13.166666666666666,126.9,6,19,130.0,8,Yes,Dropout
5,11.8,6,12.833333333333334,116.3,8,20,130.0,10,Yes,Graduate
5,14.5,6,14.125,120.0,10,19,128.0,8,Yes,Graduate
5,13.0,3,11.666666666666666,123.6,5,21,126.0,10,Yes,Graduate
4,11.25,6,10.25,150.0,14,50,120.0,18,No,Dropout
4,11.75,6,12.514285714285716,120.0,15,47,100.0,16,Yes,Dropout
9,10.444444444444445,10,11.5,111.3,18,24,120.0,17,Yes,Dropout
0,0.0,1,10.0,150.0,5,48,110.0,5,No,Dropout
5,12.77777777777778,6,15.714285714285714,123.2,17,18,127.0,7,Yes,Graduate
4,11.0,4,12.5,130.0,7,32,130.0,9,Yes,Dropout
4,12.75,3,12.0,137.9,5,20,141.0,6,No,Dropout
0,0.0,0,0.0,100.0,5,24,120.0,11,Yes,Dropout
4,11.75,4,12.25,120.0,8,53,133.1,9,Yes,Graduate
0,0.0,0,0.0,131.0,4,42,133.1,5,No,Dropout
5,14.2,5,13.6,133.8,5,52,133.1,5,Yes,Graduate
11,12.818181818181818,13,13.307692307692308,100.0,12,54,130.0,14,Yes,Enrolled
5,11.8,5,12.2,150.0,9,49,110.0,6,Yes,Graduate
6,13.333333333333334,6,12.285714285714286,126.4,7,18,125.0,7,Yes,Graduate
4,13.0,3,12.0,154.0,8,37,130.0,12,Yes,Graduate
7,11.65,6,13.342857142857143,114.9,10,21,121.0,9,Yes,Graduate
0,0.0,0,0.0,110.0,5,26,133.1,5,Yes,Dropout
11,14.818181818181818,11,14.272727272727272,149.8,12,20,147.0,12,Yes,Graduate
8,12.91111111111111,7,12.1375,117.9,9,19,128.0,9,Yes,Graduate
6,14.857142857142858,6,14.166666666666666,165.8,7,18,164.0,7,Yes,Graduate
8,14.655555555555557,7,13.528571428571428,127.6,9,18,137.0,7,Yes,Graduate
6,11.0,5,12.0,123.8,8,20,122.0,8,Yes,Graduate
1,11.0,5,11.4,126.1,11,20,124.0,5,Yes,Dropout
0,0.0,0,0.0,119.7,0,21,120.0,0,Yes,Dropout
11,14.5,12,12.916666666666666,121.6,16,22,117.0,12,Yes,Graduate
8,14.3875,7,13.6375,100.0,8,18,140.0,8,Yes,Graduate
7,12.142857142857142,7,12.9,127.6,15,18,130.0,10,Yes,Dropout
7,14.36,7,14.36,132.5,8,19,138.0,8,Yes,Graduate
7,14.514285714285714,7,14.514285714285714,124.3,8,19,141.0,8,Yes,Enrolled
7,14.7,7,14.7,131.0,8,18,142.0,8,Yes,Graduate
5,14.0,5,15.2,120.0,6,27,120.0,5,Yes,Enrolled
8,15.0625,7,13.0,113.3,8,20,122.0,7,Yes,Graduate
0,0.0,6,13.5,121.9,6,20,131.0,6,Yes,Dropout
5,12.6,5,12.333333333333334,118.3,7,20,120.0,11,Yes,Graduate
5,13.0,5,13.4,118.8,6,19,131.0,6,Yes,Graduate
2,10.5,4,11.75,129.0,9,20,130.0,7,Yes,Enrolled
0,0.0,0,0.0,143.3,0,20,120.0,0,Yes,Graduate
0,0.0,0,0.0,152.5,0,20,136.0,0,Yes,Enrolled
7,14.142857142857142,11,14.727272727272728,155.7,10,27,160.0,17,Yes,Graduate
6,15.666666666666666,6,16.571428571428573,153.9,6,18,157.0,7,Yes,Graduate
8,15.7425,7,15.145,137.8,8,18,150.0,10,Yes,Graduate
8,15.075,7,13.44285714285714,143.3,8,18,148.0,7,Yes,Graduate
4,11.75,5,14.166666666666666,123.2,6,20,120.0,8,Yes,Graduate
5,15.0,6,14.0,138.1,7,19,150.0,7,Yes,Enrolled
6,12.333333333333334,6,11.333333333333334,140.5,6,20,158.0,9,Yes,Graduate
8,13.76125,8,13.76125,130.0,8,18,145.0,8,Yes,Graduate
5,10.0,5,11.6,104.8,9,22,100.0,9,No,Dropout
5,13.0,4,12.75,132.5,8,22,136.0,7,Yes,Graduate
4,11.0,4,12.5,127.7,10,25,133.1,12,Yes,Enrolled
6,14.0,6,15.307692307692308,136.5,9,19,148.0,13,Yes,Graduate
4,12.0,5,13.285714285714286,130.0,10,21,130.0,12,No,Dropout
8,14.077777777777778,7,14.757142857142856,190.0,9,27,130.0,7,Yes,Graduate
6,12.766666666666666,6,12.766666666666666,128.5,7,18,136.0,7,Yes,Graduate
0,0.0,5,10.4,126.6,13,18,122.0,5,No,Dropout
0,0.0,0,0.0,131.6,0,19,140.0,0,Yes,Dropout
5,12.6,4,10.5,119.0,6,35,110.0,10,Yes,Graduate
5,13.4,4,14.25,127.6,6,23,130.0,6,Yes,Graduate
0,0.0,3,11.916666666666666,100.0,17,28,133.1,11,Yes,Dropout
2,14.0,3,10.666666666666666,124.5,9,19,128.0,10,Yes,Enrolled
3,12.666666666666666,4,12.25,109.3,10,19,117.0,11,Yes,Enrolled
5,11.6,4,12.0,117.7,6,20,124.0,5,Yes,Dropout
4,12.75,3,11.0,124.7,5,21,124.0,7,Yes,Dropout
5,13.0,6,14.166666666666666,124.5,8,18,128.0,6,Yes,Graduate
6,15.0,6,14.666666666666666,140.8,6,22,125.0,6,Yes,Graduate
5,12.285714285714286,0,0.0,111.9,10,21,121.0,11,Yes,Graduate
0,0.0,3,12.666666666666666,140.0,5,38,140.0,8,No,Dropout
0,0.0,0,0.0,121.2,0,20,124.0,0,Yes,Enrolled
0,0.0,0,0.0,123.8,0,19,136.0,0,Yes,Dropout
0,0.0,0,0.0,134.0,0,24,140.8,0,Yes,Dropout
0,0.0,0,0.0,130.8,0,19,142.0,0,No,Dropout
8,14.022222222222222,7,13.7,130.2,9,19,133.0,7,Yes,Graduate
4,12.4,5,11.8,123.3,8,19,131.0,7,Yes,Enrolled
0,0.0,0,0.0,147.6,0,31,130.0,0,Yes,Dropout
6,13.285714285714286,6,13.333333333333334,113.4,7,19,120.0,6,Yes,Graduate
6,12.166666666666666,5,11.4,133.7,6,22,141.0,7,Yes,Graduate
0,0.0,0,0.0,128.2,5,25,130.0,5,Yes,Dropout
0,0.0,7,16.142857142857142,161.0,9,18,168.0,7,Yes,Dropout
0,0.0,0,0.0,130.0,8,30,130.0,8,Yes,Dropout
